CO_NCM,CO_UNID,CO_SH6,CO_PPE,CO_PPI,CO_FAT_AGREG,CO_CUCI_ITEM,CO_CGCE_N3,CO_SIIT,CO_ISIC_CLASSE,CO_EXP_SUBSET,NO_NCM_POR,NO_NCM_ESP,NO_NCM_ING
85081100,11,850811,3365,3365,03,77551,311,2000,2750,1101,"Aspiradores com motor elétrico incorporado, de potência não superior a 1.500 W e cujo volume do reservatório não exceda 20 litros","Aspiradoras electromecánicas, uso de la casa","Electromechanical vacuum cleaners, household use"
85081900,11,850819,3365,3365,03,77551,311,2000,2750,1101,Outros aspiradores com motor elétrico incorporado,Otras aspiradoras > 1500w vol.del depos. >200l,"Other vacuum cleaners >1500w , vol. of the reservoir >200l"
85082000,11,850820,3262,3262,03,77573,110,2000,2750,1108,"Serras com motor elétrico incorporado, de uso manual","Sierras con motor eléctr.incorporado, de uso manual","Saws with incorp.electric motor, for manual use"
85086000,11,850860,3365,3365,03,77556,110,2000,2829,1101,Outros aspiradores,"Otras aspiradoras eléctr. c/ motor eléctr., uso de la casa","Other electric vacuum cleaners with electric. motor, household use"
85087000,10,850870,3365,3365,03,77557,240,2000,2750,1101,Partes para aspiradores,"Partes de apar. electrom.c/motor eléctr., uso de la casa","Parts of appl.electrom. with elect. motor, household use"
85088010,11,850880,3262,3262,03,77573,110,2000,2750,1108,"Tesouras com motor elétrico incorporado, de uso manual","Tijeras con motor eléctr.incorporado, de uso manual","Scissors with incorp.electric motor, of manual use"
85088091,11,850880,3262,3262,03,77573,110,2000,2750,1108,"Cortadoras de tecidos, com motor elétrico, de uso manual",Cortadoras de tejidos c/motor eléc.incorp.de uso manual,"Fabric cutters with incorp.electric motor, of manual use"
84453090,11,844530,3990,3990,03,72443,110,2000,2826,0999,"Outras máquinas para dobragem ou torção, de matérias têxteis",Las demás máquinas p/doblar o retorcer materia textil,Other textile doubling or twisting machines
84454011,11,844540,3990,3990,03,72443,110,2000,2826,0999,"Bobinadeiras de trama (espuladeiras), automáticas, de matérias têxteis","Canilleras de materia textil, automáticas","Reeling machines of weft of textile material, automatic"
84454012,11,844540,3990,3990,03,72443,110,2000,2826,0999,Bobinadeiras automáticas para fios elastanos,"Bobinadoras p/hilados elastoméricos, automáticas","Reeling machines for elastomeric yarns, automatic"
84454018,11,844540,3990,3990,03,72443,110,2000,2826,0999,"Outras bobinadeiras de matérias têxteis, com atador automático","Las dem.bobinadoras de mat.textil, c/anudador automát.","Ot.reeling machin.of textile material, with tyers autom."
85171991,11,851719,3381,3036,03,76411,321,1000,2630,1103,"Outros aparelhos telefônicos, não combinados com outros aparelhos","Los dem.aparatos telefónicos, s/combinar c/otrs.apars.","Other phone apparatus, n/combined with oth.apparatus"
85171999,11,851719,3381,3036,03,76411,110,1000,2630,1103,Outros aparelhos telefônicos e videofones,Los demás aparatos telefónicos y videófonos,Other phone and video-phone apparatus
85172110,11,851721,3381,3362,03,75194,110,1000,2620,1103,"Telecopiadores (fax), com impressão por sistema térmico","Telecopiadoras (fax), c/impresión por sistema térmico","Fax machines, with thermal printing system"
85172120,11,851721,3381,3362,03,75194,110,1000,2620,1103,"Telecopiadores (fax), com impressão por sistema ""laser""","Telecopiadoras (fax), c/impresión por sistema láser","Fax machines, with laser printing system"
85172130,11,851721,3381,3362,03,75194,110,1000,2620,1103,"Telecopiadores (fax), com impressão por jato de tinta","Telecopiadoras (fax), c/impresión por sist.chorro tinta","Fax machines, with ink-jet printing system"
84515010,11,845150,3990,3367,03,72474,110,2000,2826,0999,Máquinas para inspecionar tecidos,Máquinas para inspeccionar tejidos,Inspection machines for fabrics
84515020,11,845150,3990,3367,03,72474,110,2000,2826,0999,Máquinas automáticas para enfestar ou cortar tecidos,"Máquinas p/apilar o cortar tejidos, automáticas","Automatic machines, f/stacking or cutting fabrics"
84515090,11,845150,3990,3367,03,72474,110,2000,2826,0999,"Outras máquinas para enrolar, desenrolar, dobrar e dentear tecidos","Las dem.máqs.p/enrollar, desenr., plegar, dentar las telas","Oth.machin., f/reeling, unreeling, folding, pinking fabrics"
84518000,11,845180,3990,3367,03,72474,110,2000,2826,0999,Outras máquinas e aparelhos para trabalhar matérias têxteis,Las dem.máquinas y aparatos p/trabaj.materias textiles,Oth.machinery f/work textile materials
84519010,10,845190,3990,3367,03,72492,270,2000,2826,0999,"Partes de máquinas de secar, capacidade <=10 kg de roupa seca","Partes de máquinas de secar, capacid<=10kg de ropa seca","Parts of machines of drying, cap<=10kg of dry clothes"
84519090,10,845190,3990,3367,03,72492,270,2000,2826,0999,Partes de outras máquinas e aparelhos para trabalhar material têxtil,Partes de dem.máquinas y aparatos p/trab.mater.textil,Parts of oth.machinery f/work textile materials
84521000,11,845210,3150,3150,03,72433,311,2000,2826,0999,Máquinas de costura de uso doméstico,Máquinas de coser de domésticas,Sewing machines of the household type
84522110,11,845221,3150,3150,03,72435,110,2000,2826,0999,"Máquinas para costurar couros ou peles, automáticas","Máquinas p/coser cueros o pieles, automáticas","Machines for sewing leather or skins, automatics"
84522120,11,845221,3150,3150,03,72435,110,2000,2826,0999,"Máquinas para costurar tecidos, automáticas","Máquinas para coser tejidos, automáticas","Machines for sewing fabrics, automatics"
84522190,11,845221,3150,3150,03,72435,110,2000,2826,0999,"Máquinas para costurar outras matérias, automáticas","Máquinas para coser demás materias, automáticas","Machines f/sewing other materials, automatics"
84522910,11,845229,3150,3150,03,72435,110,2000,2826,0999,"Máquinas para costurar couros ou peles, não automáticas","Máquinas para coser cueros o pieles, no automáticas","Machines for sewing leather or skins, no automatics"
84522921,11,845229,3150,3150,03,72435,110,2000,2826,0999,"Remalhadeiras para costurar tecidos, não automáticas","Remalladoras paracoser tejidos, no automáticas","Mach.f/sewing toget.parts of knitt.garments, n/autom."
84522922,11,845229,3150,3150,03,72435,110,2000,2826,0999,"Máquinas para casear tecidos, não automáticas","Máquinas para ribetear ojales, no automáticas","Machines for button-hole sewing, no automatics"
84522923,11,845229,3150,3150,03,72435,110,2000,2826,0999,"Máquinas tipo zigue-zague para inserir elástico, não automática","Máqs.p/insertar elástico en tejido, zig-zag, n/automát.","Zig-zag machines, f/inserting elastic, no automatics"
85049040,10,850490,3298,3298,03,77129,270,2000,2710,1105,"Partes de conversores estáticos, exceto de carregadores de acumuladores e de retificadores",Partes de convertidores eléctricos estáticos,Parts of static converters electric
85049090,10,850490,3298,3298,03,77129,270,2000,2710,1105,"Outras partes de outros transformadores, conversores, etc","Las dem.partes de dem.transformadores, convertidores, etc","Other parts of oth.transformers, converters, etc."
85051100,10,850511,3990,3290,03,77881,240,3000,2790,1199,"Ímãs permanentes e artefatos destinados a tornarem-se ímãs permanentes após magnetização, de metal","Imanes permanentes de metal, y artícs.dest.imant.p/iman.","Perman.magnets of metal, artic.magnetis.for magnets"
85051910,10,850519,3990,3990,03,77881,240,3000,2790,1199,"Ímãs permanentes e artefatos destinados a tornarem-se ímãs permanentes após magnetização, de ferrita (cerâmicos)","Imanes permanentes de ferrita, y arts.dest.imant.p/iman.","Perman.magnets of ferrite, artic.magnetis.for magnets"
85051990,10,850519,3990,3990,03,77881,240,3000,2790,1199,Outros imãs permanentes e artefatos destinados a tornarem-se ímãs permanentes após magnetização,"Los dem.imanes permanentes, y artícs.dest.imant.p/iman.",Oth.perman.magnets and artic.magnetis.for magnets
85052010,11,850520,3990,3990,03,77881,110,2000,2790,1199,"Freios que atuam por corrente de Foucault, do tipo dos utilizados nos veículos das posições 87.01 a 87.05 (veículos automóveis)","Frenos electromagnét.por corr.foucault, p/vehíc.automóv.","Elec.magnetic brakes, foucault current, f/vehicl.automob."
85052090,10,850520,3990,3990,03,77881,110,2000,2790,1199,"Acoplamentos, embreagens, variadores de velocidade, eletromagnéticos","Acoplamientos, embragues, etc.electromagnéticos","Electro-magnetic couplings, clutches, etc."
85053000,11,850530,3990,3990,03,77881,110,2000,2790,1199,Cabeças de elevação eletromagnéticas,Cabezas elevadoras electromagnéticas,Electro-magnetic lifting heads
85059010,11,850590,3990,3990,03,77881,110,2000,2790,1199,Eletroímãs,Electroimanes,Electro-magnets
84563011,11,845630,3990,3135,03,73113,110,2000,2822,0999,"Máquinas-ferramentas que operem por eletroerosão, de comando numérico, para texturizar superfícies cilíndricas","Máqs.herram.electroerosió, cont.num.p/textur.sup.cilindr","Mach.tools by electrodisch., num.com.f/textur.cylin.surf"
84563019,11,845630,3990,3135,03,73113,110,2000,2822,0999,"Outras máquinas-ferramentas que operem por eletroerosão, de comando numérico","Las dem.máqs.herram.p/electroerosión, de control numér.","Oth.mach.tools by electrodischarge, of numer.controlled"
84563090,11,845630,3990,3135,03,73113,110,2000,2822,0999,Outras máquinas-ferramentas operadas por eletroerosão,Las demás máquinas herram.q.oper.por eletroerosión,Oth.machine-toolsoperated by electrodischarge
84569000,11,845690,3990,3135,03,73114,110,2000,2822,0999,Outras máquinas-ferramentas que trabalhem por eliminação de qualquer matéria,Otras máquinas/herram. q/ trab. p/elim.de qq mat.,Other mach./tools that work. to remov. any material
84569100,11,845691,3990,3135,03,72821,110,2000,2829,0999,Máquinas-ferramentas para gravação a seco do traço em material semicondutor,Máqs.herram.p/grab.en seco la traza en mater.semicond.,Mach.tools f/dry-etching patterns on semicond.mater.
84569900,11,845699,3990,3135,03,73114,110,2000,2822,0999,"Outras máquinas-ferramentas operadas por processos eletroquímicos, etc","Las dem.máqs.herram.q.oper.por proc.electroquímicos, etc","Oth.mach.tools oper.by process eletro-chemical, etc"
84571000,11,845710,3187,3109,03,73121,110,2000,2822,0999,"Centros de usinagem, para trabalhar metais","Centros de usinaje, para trabajar metales","Machining centres, for working metals"
55111000,10,551110,3275,3275,03,65181,240,4000,1311,1601,"Fios de fibras sintéticas descontínuas, que contenham pelo menos 85 %, em peso, destas fibras, acondicionados para venda a retalho","Hilado de fibras sintéticas>=85%, p/la venta por menor","Yarn of synthetic fibres>=85%, for retail sale"
55112000,10,551120,3275,3275,03,65183,240,4000,1311,1601,"Fios de fibras sintéticas descontínuas, que contenham menos de 85 %, em peso, destas fibras, acondicionados para venda a retalho","Hilado de fibras sintéticas<85%, p/la venta al por menor","Yarn of synthetic fibres<85%, for retail sale"
55113000,10,551130,3275,3275,03,65185,240,4000,1311,1601,"Fios de fibras artificiais descontínuas, acondicionados para venda a retalho","Hilado de fibras artificiales, p/la venta al por menor","Yarns of artificial fibres, for retail sale"
58043090,10,580430,3990,3990,03,65643,240,4000,1399,1602,Outras rendas de fabricação manual,Ots.encajes hecho a mano,Other income of mechanically made
58050010,10,580500,3990,3990,03,65891,321,4000,1392,1602,"Tapeçarias de algodão, tecidas à mão ou feitas à agulha","Tapicerías de algodón, tejidas a mano o de aguja",Hand-woven tapestrie of cotton
58050020,10,580500,3990,3990,03,65891,321,4000,1392,1602,"Tapeçarias de fibras sintéticas ou artificiais, tecidas à mão, etc","Tapicerías de fibra sintética/artif.tejidas a mano, etc.","Hand-woven tapestrie of synthetic fibres, etc."
58050090,10,580500,3990,3990,03,65891,321,4000,1392,1602,"Tapeçarias de outras matérias têxteis, tecidas à mão, etc","Tapicerías de ots.materias textiles, tejidas a mano, etc","Hand-woven tapestrie other of textile materials, etc."
58061000,10,580610,3990,3990,03,65611,240,4000,1399,1602,"Fitas de veludo, de pelúcias, de tecidos de froco (chenille) ou de tecidos atoalhados","Cintas de terc/felpa, de tejido de chen.o del tipo toal.","Narrow of velvet/plush, of fabric of chenille/towelling"
58062000,10,580620,3990,3990,03,65612,240,4000,1399,1602,"Outras fitas que contenham, em peso, 5 % ou mais de fios de elastômeros ou de fios de borracha",Ots.cintas contenido>=5% de hilos de elastómeros/caucho,Oth.narrow contain.>=5% of elastomeric/rubber yarn
58063100,10,580631,3990,3990,03,65613,240,4000,1399,1602,Fitas de algodão,Cintas de algodón,Narrow of cotton
58063200,10,580632,3207,3990,03,65613,240,4000,1399,1602,Fitas de fibras sintéticas ou artificiais,Cintas de fibras sintéticas o artificiales,Narrow of synthetic or artificial fibres
58063900,10,580639,3990,3990,03,65613,240,4000,1399,1602,Fitas de outras matérias têxteis,Cintas de otras materias textiles,Narrow of other textile materials
58064000,10,580640,3990,3990,03,65614,240,4000,1399,1602,"Fitas sem trama, de fios ou fibras paralelizados e colados (bolducs)","Cintas sin trama, de hils./fibras, paralelizados y aglut.","Narrow without warp, of yarn/fib.assembl.adhesive"
58071000,10,580710,3990,3990,03,65621,240,4000,1399,1602,"Etiquetas, emblemas e artefatos semelhantes de matérias têxteis, em peça, em fitas ou recortados em forma própria, não bordados, de tecidos","Etiquetas, escudos, etc.de materias textiles, tejidos","Labels, badges, etc.of textile materials, woven"
58079000,10,580790,3990,3990,03,65629,240,4000,1399,1602,"Etiquetas, emblemas e artefatos semelhantes de matérias têxteis, em peça, em fitas ou recortados em forma própria, não bordados, outros materiais","Otras etiquetas, escudos, etc.de materias textiles","Other labels, badges, etc.of textile materials"
58081000,10,580810,3990,3990,03,65632,240,4000,1399,1602,Tranças em peças,Trenzas en pieza,"Braids, in the piece"
84807100,11,848071,3393,3393,03,74918,110,3000,2593,0999,"Moldes para borracha ou plásticos, para moldagem por injeção ou por compressão","Moldes p/moldeo p/caucho/plástico, por inyección, etc","Molds for molding rubber/plastic, by injection, etc"
84807900,11,848079,3393,3393,03,74919,110,3000,2593,0999,Outros moldes para borracha ou plásticos,Los demás moldes p/caucho/plástico,Other molds for rubber/plastic
84811000,11,848110,3857,3857,03,7471,270,2000,2813,0914,Válvulas redutoras de pressão,Válvulas reductoras de presión,Pressure-reducing valves
54024300,10,540243,3275,3275,03,65163,240,2000,2030,1601,"Fio de outs.poliésteres, simples, torção <= 50 voltas/metro","Hilado de ots.poliésteres, sencillo, torsión<=50vueltas/m","Yarn of polyesters, single, sprain<=50 turn/meter"
54024400,10,540244,3275,3275,03,65163,240,2000,2030,1601,"Outros fios, simples, sem torção ou com torção não superior a 50 voltas por metro, de elastômeros","Otros hilados simples de elastómeros, torsión <= 50 vueltas/m","Other elastomeric yarn, single, twist <= 50 turns/m"
54024510,10,540245,3275,3275,03,65163,240,2000,2030,1601,"Fio simples de aramidas, sem torção ou com torção não superior a 50 voltas por metro","Hilado de aramida, sencillo, torsión<=50vueltas/metro","Yarn of aramid, single, sprain<=50 turns/meter"
